uniref	P10E0	P10E7	P10E90	P11E0	P11E7	P11E90	P12E0	P12E7	P12E90	P13E0	P13E7	P13E90	P14E0	P14E7	P14E90	P15E0	P15E7	P15E90	P17E0	P17E7	P17E90	P18E0	P18E7	P18E90	P19E0	P19E7	P19E90	P1E0	P1E7	P1E90	P20E0	P20E7	P20E90	P21E0	P21E7	P21E90	P22E0	P22E7	P22E90	P23C0	P23C7	P23C90	P25C0	P25C7	P25C90	P2E0	P2E7	P2E90	P38C0	P38C7	P38C90	P3E0	P3E7	P3E90	P4E0	P4E7	P4E90	P5E0	P5E7	P5E90	P6C0	P6C7	P6C90	P7C0	P7C7	P7C90	P8C0	P8C7	P8C90	P9E0	P9E7	P9E90
GH26|g__Lachnoclostridium.s__Clostridium_citroniae	4.44036e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1421e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.73489e-07	0.0	7.95385e-08	7.95295e-07	0.0	3.44845e-08	0.0	0.0	0.0	2.49016e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23313e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0429e-08
GH26|g__Lachnoclostridium.s__Clostridium_clostridioforme	0.0	6.22723e-08	1.70622e-07	0.0	0.0	0.0	0.0	0.0	1.02842e-08	0.0	2.90189e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.284e-07	0.0	1.1013e-07	8.22884e-07	2.72898e-07	0.0	3.91323e-07	1.78822e-08	0.0	0.0	0.0	0.0	0.0	0.0	4.21496e-08	4.76158e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.52145e-08
GH26|g__Lachnoclostridium.s__Clostridium_symbiosum	0.0	1.08976e-07	0.0	0.0	0.0	9.37746e-09	0.0	0.0	1.54263e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67829e-08	0.0	0.0	0.0	0.0	0.0	0.0	4.42131e-07	4.06059e-08	6.11835e-08	8.67077e-07	1.8862e-07	1.72422e-08	3.05079e-07	1.78822e-08	2.77131e-08	1.6601e-08	2.14053e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.07715e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.72175e-08	0.0	0.0	0.0	4.02451e-08
GH26|g__Oscillibacter.s__Oscillibacter_sp_PC13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67829e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.95335e-08	8.08228e-08	6.20596e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GH26|g__Prevotella.s__Prevotella_copri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.83803e-06	6.76484e-06	7.63219e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88745e-06	1.27535e-06	7.59739e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GH26|g__Prevotella.s__Prevotella_copri_CAG_164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8652e-05	2.16266e-05	2.49745e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.28068e-06	3.56783e-06	1.62731e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GH26|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	2.93495e-07	1.4330369999999999e-05	2.863432e-06	0.0	0.0	0.0	2.015995e-06	0.0	0.0	1.420612e-06	5.22153e-07	2.15499e-06	5.769909999999999e-07	1.85734e-06	1.988391e-06	0.0	0.0	1.9312799999999998e-07	9.90756e-08	1.6551709999999999e-06	9.84825e-08	2.14897e-07	2.85459e-08	4.63618e-07	0.0	0.0	0.0	9.81077e-07	9.460210000000001e-07	1.7507009999999998e-07	0.0	0.0	0.0	7.071132e-06	1.3043110000000001e-05	1.422474e-06	0.0	4.39461e-08	3.1631e-07	0.0	0.0	0.0	0.0	0.0	1.338369e-07	0.0	0.0	0.0	0.0	0.0	0.0	3.66116e-07	3.768583e-06	5.2325e-06	0.0	0.0	0.0	0.0	0.0	0.0	4.86523e-06	3.3730749999999995e-06	2.163854e-06	0.0	2.08714e-07	3.295001e-07	0.0	0.0	0.0	0.0	0.0	0.0
GH26|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans	6.2165e-08	4.67042e-08	1.5356e-07	0.0	0.0	0.0	0.0	0.0	5.1421e-09	2.3274e-07	4.83648e-08	1.64624e-07	0.0	0.0	4.69819e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33986e-08	8.85436e-08	0.0	8.4871e-08	8.23991e-08	5.30071e-08	0.0	0.0	3.15824e-08	7.34202e-08	8.0631e-07	1.52502e-07	8.62112e-09	4.90782e-07	4.76858e-08	5.54262e-08	3.32021e-08	4.28106e-08	1.2717e-07	0.0	2.50194e-07	4.21541e-08	9.52317e-09	0.0	8.89503e-08	1.05691e-07	1.01564e-07	0.0	2.23313e-08	0.0	0.0	0.0	0.0	0.0	2.07715e-08	0.0	1.7701e-07	6.76971e-08	8.3108e-08	0.0	0.0	0.0	1.20184e-08	2.02361e-08	0.0	1.293e-07	0.0	2.51532e-08
GH26|unclassified	0.0	0.0	0.0	0.0	0.0	0.0	2.28606e-07	0.0	0.0	7.95282e-07	1.70028e-07	7.64507e-07	0.0	6.20958e-08	0.0	0.0	0.0	0.0	0.0	0.0	5.27736e-08	0.0	0.0	0.0	0.0	0.0	0.0	2.609086e-06	1.8565930000000002e-06	3.9539099999999997e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.17901e-08	0.0	0.0	0.0	3.5769e-07	2.17313e-06	5.71185e-06	2.5469599999999997e-07	2.246594e-06	2.698186e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.384e-08	8.10109e-08	1.09705e-07	9.9894e-08	0.0	0.0	0.0
GH27	3.496049e-06	1.4765230000000001e-05	3.997244e-06	5.821685e-06	1.12217e-05	1.8873494e-05	4.038921e-05	1.88015e-05	3.1501033e-05	8.78745e-07	4.32236e-07	2.105343e-06	7.976110000000001e-07	1.9169976000000002e-06	1.4264990000000002e-06	2.29497e-06	6.12416e-07	2.201841e-07	1.54878e-06	1.678144e-05	1.4798836e-06	2.587018e-06	1.2554e-05	5.8020280000000004e-06	1.86245e-07	1.36827e-07	3.66605e-07	1.917965e-06	1.795342e-06	4.0980039999999995e-07	5.5684987e-06	2.59784e-06	4.68057e-06	6.47153e-06	1.729005e-05	1.485914e-06	4.98852e-06	3.3692934e-06	7.051492999999999e-06	1.923144e-06	1.41747e-06	3.35834e-06	6.04778e-06	6.115640000000001e-06	5.806208e-06	5.488094e-06	7.146671e-06	1.34024e-06	0.0	6.8251e-08	6.88166e-08	2.956037e-06	2.043602e-05	8.251105e-06	3.043241e-06	5.724e-06	1.70673e-05	0.0	0.0	1.16725e-06	7.26956e-06	8.59077e-06	1.723504e-06	2.3972660000000002e-06	1.001629e-06	1.5763194e-06	6.20595e-06	6.16677e-06	1.53667e-05	2.465846e-06	2.0345e-06	2.9914e-06
GH27|g__Bacteroides.s__Bacteroides_ovatus	2.57814e-06	4.40555e-06	1.42909e-06	3.69246e-06	1.12217e-05	1.24306e-05	3.92708e-05	1.88015e-05	3.14017e-05	0.0	0.0	2.68648e-07	3.06818e-07	7.62897e-07	2.90119e-07	0.0	6.12416e-07	0.0	1.54878e-06	1.35151e-05	1.37809e-06	2.40303e-06	1.2554e-05	5.46517e-06	0.0	0.0	0.0	5.47206e-07	6.84708e-07	1.45476e-07	5.49172e-06	2.59784e-06	4.68057e-06	1.97395e-06	9.89237e-06	7.44073e-07	3.79618e-06	3.29243e-06	4.86409e-06	1.86596e-06	1.41747e-06	3.35834e-06	4.00074e-06	5.03406e-06	5.54552e-06	4.83024e-06	6.60953e-06	1.15346e-06	0.0	6.8251e-08	6.88166e-08	1.07211e-07	3.57514e-07	2.97674e-07	2.92709e-06	5.724e-06	1.70673e-05	0.0	0.0	1.16725e-06	0.0	0.0	0.0	1.0373e-07	2.37957e-07	2.03353e-07	6.20595e-06	6.16677e-06	1.53667e-05	2.16298e-06	2.0345e-06	2.9914e-06
GH27|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0.0	0.0	0.0	5.38995e-07	0.0	6.79084e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.91508e-06	6.53037e-06	4.40704e-07	0.0	0.0	5.97484e-08	0.0	0.0	0.0	3.02866e-07	0.0	0.0
GH27|g__Bifidobacterium.s__Bifidobacterium_longum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5329e-07	0.0	0.0	0.0	0.0	0.0	0.0
GH27|g__Roseburia.s__Roseburia_intestinalis	0.0	0.0	8.34934e-08	8.48122e-07	0.0	2.78953e-06	0.0	0.0	3.97306e-08	0.0	9.716e-08	2.09703e-07	1.07404e-07	5.71114e-08	8.62141e-08	1.11469e-06	0.0	3.4332e-08	0.0	1.01697e-06	2.95285e-08	0.0	0.0	0.0	8.27756e-08	5.59746e-08	2.08073e-07	0.0	0.0	0.0	4.72484e-08	0.0	0.0	0.0	0.0	0.0	5.9284e-07	4.6118e-08	9.44141e-07	0.0	0.0	0.0	9.98955e-07	5.32797e-07	0.0	3.22413e-07	2.7225e-07	8.78965e-08	0.0	0.0	0.0	0.0	0.0	1.0332e-07	5.16229e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.81683e-07	2.49785e-07	1.85835e-07	0.0	0.0	0.0	0.0	0.0	0.0
GH27|g__Roseburia.s__Roseburia_intestinalis_CAG_13	0.0	0.0	7.03102e-08	7.42107e-07	0.0	2.97428e-06	0.0	0.0	5.96024e-08	0.0	5.23169e-08	2.26912e-07	1.32981e-07	2.63591e-08	4.53758e-08	1.18028e-06	0.0	4.57761e-08	0.0	1.03546e-06	1.47643e-08	0.0	0.0	0.0	1.0347e-07	8.08522e-08	1.58532e-07	0.0	0.0	0.0	2.95303e-08	0.0	0.0	0.0	0.0	0.0	5.99502e-07	3.07454e-08	1.06389e-06	0.0	0.0	0.0	1.04808e-06	5.48781e-07	0.0	3.3544e-07	2.64892e-07	9.88836e-08	0.0	0.0	0.0	0.0	0.0	1.23985e-07	6.45286e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.14542e-07	2.49785e-07	1.68948e-07	0.0	0.0	0.0	0.0	0.0	0.0
GH27|g__Ruminococcaceae_unclassified.s__Eubacterium_siraeum	2.29059e-07	9.00801e-06	1.69188e-06	0.0	0.0	0.0	1.11841e-06	0.0	0.0	8.78745e-07	2.82759e-07	1.40008e-06	2.50408e-07	1.07063e-06	1.00479e-06	0.0	0.0	1.40076e-07	0.0	1.21392e-06	5.75008e-08	1.83988e-07	0.0	3.36858e-07	0.0	0.0	0.0	8.33929e-07	5.40191e-07	9.87424e-08	0.0	0.0	0.0	4.49758e-06	7.39768e-06	7.41841e-07	0.0	0.0	1.79373e-07	5.7184e-08	0.0	0.0	0.0	0.0	1.84378e-07	0.0	0.0	0.0	0.0	0.0	0.0	4.15627e-07	4.82393e-06	6.59933e-06	0.0	0.0	0.0	0.0	0.0	0.0	3.35448e-06	2.0604e-06	1.2828e-06	1.37085e-07	1.05428e-07	5.0759e-07	0.0	0.0	0.0	0.0	0.0	0.0
GH27|unclassified	6.88847e-07	1.35167e-06	7.22467e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.3683e-07	5.70443e-07	1.65582e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6311e-08	0.0	0.0	0.0	0.0	0.0	0.0	2.4332e-06	1.525459e-05	1.126799e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.60231e-07	1.58673e-07	2.97555e-07	0.0	0.0	0.0	0.0	0.0	0.0
GH28	4.0898282e-05	3.8187244999999996e-05	4.4758665199999996e-05	4.4522800999999996e-05	3.5444944e-05	9.156881969999999e-05	0.000155990046	6.507790000000001e-05	0.0001170780761	9.423428499999999e-05	0.000202727803	0.00017697995110000001	6.3514695e-05	4.58530037e-05	5.19932268e-05	5.7856420000000005e-05	7.5180276e-05	5.307541100000001e-05	2.5223246999999998e-05	4.0000813999999997e-05	3.4921099e-05	1.9064367e-05	0.000105180752	4.7671108e-05	1.8572165e-05	1.57406164e-05	7.104945099999999e-05	5.4022338999999994e-06	8.640909599999998e-06	1.15388842e-05	7.086030059999999e-05	8.396772e-05	0.00010911688709999999	0.000193923026	0.00016596012	2.1462039e-05	0.000143443664	4.348772060000001e-05	0.000185538432	1.8604317e-05	1.1041445e-05	4.68735e-05	2.9158923e-05	2.6974776e-05	4.056591e-05	6.037167e-05	7.2341532e-05	2.1435840300000003e-05	2.59241144e-05	2.5495973799999997e-05	3.13427707e-05	0.000148193315	0.000108318444	0.000129000148	0.0001847314027	0.00019431429199999998	0.000111271673	4.69697e-05	4.943609e-05	3.8023957e-05	5.883116e-05	6.4335995e-05	8.640298e-05	4.1845531e-05	1.0353534000000001e-05	4.8688368500000003e-05	0.000183809081	0.00013281831	0.00016619768	3.9291008e-05	0.000148059875	8.537754299999999e-05
GH28|g__Bacteroides.s__Bacteroides_cellulosilyticus	0.0	0.0	0.0	1.20885e-06	9.17406e-07	2.62523e-07	0.0	0.0	0.0	3.11948e-06	1.80958e-06	7.01342e-06	0.0	2.24719e-08	0.0	1.74889e-06	1.23889e-06	2.19844e-06	0.0	0.0	0.0	4.94614e-06	2.28397e-05	7.0567e-06	0.0	0.0	0.0	1.07817e-06	2.47639e-06	5.45283e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.06709e-06	9.20455e-06	2.39509e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.19588e-06	3.8209e-06	5.4518e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.27241e-05	5.93359e-06	8.1264e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.62745e-09
GH28|g__Bacteroides.s__Bacteroides_clarus	1.099596e-05	1.39185e-07	8.24868e-06	0.0	0.0	0.0	0.0	0.0	0.0	3.4585400000000003e-06	4.5194499999999996e-06	5.80936e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.73942e-07	6.91098e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.405978e-06	3.316382e-06	3.238722e-06	1.0266089999999999e-05	4.66979e-06	9.646049999999999e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.6938e-06	1.3675689999999998e-05	5.1849e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GH28|g__Bacteroides.s__Bacteroides_dorei	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2926282e-05	4.88435119e-05	8.316881800000001e-05	0.0	0.0	0.0	0.0	0.0	0.0	9.04653e-07	0.0	1.8406969999999997e-06	7.0974e-06	5.5306099999999996e-05	2.838729e-05	1.6535220000000001e-06	1.3795880000000002e-06	3.619548e-06	5.71194e-07	8.888533e-07	5.678783000000001e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4502869999999996e-05	3.559259e-05	1.1425775e-05	0.0	0.0	0.0	0.00013123442	9.889680700000001e-05	0.000101277662	0.0	0.0	9.84526e-06	0.0	0.0	0.0	3.883906e-05	3.983477e-05	5.692541e-05	5.158225e-06	3.600807e-06	2.2034820000000003e-05	0.0001423408	9.03126e-05	9.969300000000001e-05	0.0	0.0	0.0
GH28|g__Bacteroides.s__Bacteroides_eggerthii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17955e-05	0.0	1.52479e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.40465e-07	1.20927e-06	1.52278e-06	4.63279e-05	1.9173e-05	7.37904e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05295e-05	7.03662e-06	1.45533e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.58985e-06	1.15054e-06	1.20213e-05	0.0	0.0	3.55303e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GH28|g__Bacteroides.s__Bacteroides_fragilis	3.4037500000000002e-06	5.865022e-06	3.03273e-06	0.0	0.0	0.0	0.0	0.0	0.0	8.07461e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20776e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4943340000000002e-06	1.531914e-05	1.2148649999999999e-06	3.3416374e-06	2.761933e-06	4.476010999999999e-06	0.0	0.0	0.0	2.77995e-06	4.222416e-06	3.325481e-06	5.256379e-06	6.7515169999999995e-06	1.653542e-06	0.0	5.15226e-07	0.0	0.0	0.0	0.0	2.3010058e-06	0.0	1.509778e-05	0.0	0.0	2.360573e-06	0.0	0.0	0.0	1.29094e-07	7.96385e-08	1.56197e-07	8.78354e-06	8.88866e-06	1.11498e-05	1.37237e-06	1.13015e-06	1.58492e-06
GH28|g__Bacteroides.s__Bacteroides_intestinalis	0.0	0.0	0.0	1.84152e-06	1.35744e-06	4.75629e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.50439e-06	1.14107e-05	2.7838e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.51796e-07	2.28637e-06	0.0	0.0	0.0	0.0	3.398e-08	1.32549e-08
GH28|g__Bacteroides.s__Bacteroides_ovatus	7.03256e-06	6.562383e-06	3.52002e-06	1.11587e-05	1.1914066999999998e-05	4.665311e-05	0.0001230574	5.28547e-05	9.31676e-05	0.0	0.0	2.670103e-06	1.748552e-06	3.076936e-06	1.2310819999999999e-06	1.86211e-07	0.0	9.41732e-07	5.4815899999999995e-06	2.851166e-05	7.047200000000001e-06	2.32467e-06	2.24158e-05	8.02912e-06	0.0	0.0	0.0	1.0899519000000002e-06	1.375907e-06	1.4922352e-06	1.214065e-05	1.399272e-05	1.4164489999999999e-05	6.1264389999999995e-06	2.674279e-05	2.010845e-06	3.0741434e-06	7.0553119999999995e-06	4.94877e-06	6.13181e-06	3.95062e-06	9.395259999999999e-06	9.900765000000001e-06	1.2937957e-05	1.4422536e-05	7.970252e-06	1.1868026e-05	2.081248e-06	8.96704e-07	9.68251e-07	2.8818e-06	2.280563e-06	7.525870000000001e-07	1.1501267e-06	6.3284554e-06	1.8501138e-05	4.267121e-05	0.0	0.0	2.162088e-06	0.0	0.0	0.0	2.88564e-07	3.37298e-07	2.38203e-07	1.93202e-05	1.824817e-05	3.86568e-05	3.9997800000000005e-06	3.16633e-06	5.26606e-06
GH28|g__Bacteroides.s__Bacteroides_sp_D2	0.0	0.0	0.0	0.0	1.10982e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GH28|g__Bacteroides.s__Bacteroides_stercoris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.90142e-05	0.0001306895	7.18195e-05	3.7481800000000003e-06	2.223203e-06	6.311289999999999e-06	5.08253e-05	6.67551e-05	4.6039400000000005e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.932840000000001e-07	1.207059e-06	3.230872e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0001772501	0.0001045352	1.53805e-05	0.00012301199999999998	4.0546399999999995e-06	0.0001641984	7.65364e-06	5.04529e-06	2.954075e-05	0.0	0.0	0.0	0.0	0.0	0.0	8.70103e-06	1.3109719999999999e-05	8.92103e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.36645e-05	4.0881e-06	2.0159200000000002e-05	0.0	0.0	0.0	1.139153e-05	0.0001271009	5.5556699999999996e-05
GH28|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.0	0.0	0.0	0.0	1.11858e-06	7.33817e-08	0.0	0.0	0.0	0.0	0.0	4.2214e-07	0.0	0.0	0.0	0.0	8.96406e-07	0.0	2.49382e-07	0.0	6.26119e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.60904e-06	5.42297e-06	8.68699e-07	4.66227e-07	2.51682e-07	1.16199e-06	0.0	0.0	0.0	2.65915e-06	4.92744e-06	3.825e-07	0.0	0.0	6.07007e-08	7.82336e-07	3.27638e-06	5.62412e-07	0.0	0.0	0.0	0.0	0.0	1.90092e-07	0.0	0.0	0.0	0.0	0.0	9.62345e-08	0.0	0.0	0.0	6.50428e-07	9.75488e-07	1.08251e-07
GH28|g__Bacteroides.s__Bacteroides_uniformis	2.21546e-06	3.66181e-07	1.69043e-06	5.19555e-06	2.50218e-07	6.0824e-06	0.0	0.0	0.0	3.46204e-07	2.75783e-08	3.32989e-07	6.22828e-07	6.40333e-07	5.44175e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.68149e-08	5.16361e-08	2.46791e-07	2.07405e-07	3.08339e-07	2.51877e-08	1.55821e-06	1.06378e-05	4.83662e-06	5.9745e-07	2.77121e-06	4.37652e-07	7.37381e-08	0.0	2.08181e-07	0.0	0.0	0.0	4.98532e-07	2.1626e-07	3.61754e-07	6.39912e-07	7.53445e-07	4.25698e-07	0.0	0.0	0.0	1.50356e-07	2.54675e-07	7.14842e-08	7.5401e-08	3.01785e-07	1.38884e-06	0.0	0.0	3.13183e-07	7.90648e-06	8.66131e-06	3.53168e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GH28|g__Bacteroides.s__Bacteroides_vulgatus	1.380106e-05	1.1037025999999999e-05	2.3161389999999997e-05	2.065145e-05	2.466945e-06	2.09152e-05	0.0	0.0	0.0	3.62233e-06	3.4127602e-06	7.070693999999999e-06	2.2067700000000002e-06	2.23802e-06	1.744868e-06	3.03162e-06	5.94071e-06	2.60985e-06	8.64008e-08	0.0	1.08462e-07	4.09516e-07	3.63162e-06	2.00293e-06	4.0482099999999997e-07	2.945035e-07	1.2567569999999998e-06	1.6150459999999998e-06	1.737184e-06	4.293577e-07	5.31098e-06	4.01642e-05	1.585352e-05	6.383815e-06	1.6548769999999998e-05	2.4181719999999996e-06	0.0	0.0	0.0	2.65396e-06	6.01953e-07	3.58332e-06	1.229081e-06	8.233649999999999e-07	1.021274e-06	3.884095e-06	4.67379e-06	2.136812e-06	0.0	0.0	0.0	0.0	0.0	7.285857000000001e-06	2.167059e-07	1.015255e-06	6.010812e-06	1.1254e-05	1.72571e-05	2.8390799e-05	0.0	0.0	1.6139860000000002e-05	2.95373e-07	2.64435e-07	1.38368e-06	0.0	0.0	0.0	2.18769e-05	1.50454e-05	2.09122e-05
GH28|g__Bacteroides.s__Bacteroides_xylanisolvens	1.92871e-06	1.14221e-05	3.80302e-06	2.8794e-06	5.89692e-06	1.24874e-05	3.27655e-05	1.22232e-05	2.38411e-05	9.39805e-07	1.23972e-05	3.49962e-06	2.69555e-07	7.10859e-07	3.06271e-07	1.99206e-07	0.0	1.06164e-06	4.48088e-06	7.84719e-06	7.91767e-06	0.0	0.0	0.0	6.69679e-07	3.04774e-07	6.09217e-07	0.0	0.0	1.23071e-06	0.0	0.0	0.0	0.0	0.0	0.0	2.40197e-06	3.39707e-06	3.50887e-06	1.69869e-06	1.1919e-06	3.19218e-06	0.0	0.0	2.84959e-06	0.0	0.0	0.0	7.76674e-07	7.81715e-07	2.33768e-06	2.43632e-06	8.53518e-07	1.31836e-06	0.0	0.0	0.0	2.29916e-05	2.62454e-05	3.55552e-06	2.17082e-06	1.43154e-06	3.3956e-06	2.58189e-07	1.35385e-07	2.10881e-07	1.28075e-05	1.36618e-05	1.59093e-05	0.0	0.0	1.4124e-06
